T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
200.0,194.15,0.64278,1.0,0.336771,0.002026
200.0,193.186667,0.30412,0.8,0.296368,0.005833
200.0,195.57,0.91657,0.6,0.259384,0.00738
