T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
25.0,25.6,0.0,1.0,0.440194,0.000269
25.0,25.6,0.0,0.8,0.351924,0.000136
25.0,25.6,0.0,0.6,0.264073,0.000165
