T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,275.733333,0.04714,1.0,0.396587,0.007712
300.0,276.08,0.225684,0.8,0.328294,0.005162
300.0,276.766667,0.161933,0.6,0.256804,0.007501
