T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,269.99,0.197231,1.0,0.476717,0.002797
300.0,270.703333,0.116857,0.8,0.405063,0.005767
300.0,270.58,0.211975,0.6,0.346578,0.003885
