Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.449963,0.0122,235.5,False
1.0,0.450971,0.0123,235.5,False
1.0,0.450153,0.0122,235.5,False
1.0,0.449776,0.0122,235.6,False
1.0,0.447878,0.0122,235.6,False
1.0,0.447958,0.0122,235.6,False
1.0,0.451137,0.0123,235.6,False
1.0,0.453149,0.0123,235.6,False
1.0,0.45192,0.0123,235.7,False
1.0,0.452887,0.0123,235.7,False
1.0,0.452272,0.0123,235.7,False
1.0,0.447201,0.0122,235.7,False
1.0,0.444057,0.0121,235.7,False
1.0,0.446532,0.0121,235.8,False
1.0,0.447203,0.0122,235.8,False
1.0,0.447609,0.0122,235.8,False
1.0,0.449734,0.0122,235.8,False
1.0,0.446464,0.0121,235.8,False
1.0,0.444333,0.0121,235.8,False
1.0,0.44175,0.012,235.9,False
1.0,0.437437,0.0119,235.9,False
1.0,0.434393,0.0118,235.9,False
1.0,0.43267,0.0118,235.9,False
1.0,0.426803,0.0116,235.9,False
1.0,0.430509,0.0117,235.9,False
1.0,0.43315,0.0118,235.9,False
1.0,0.433632,0.0118,235.9,False
1.0,0.435905,0.0119,235.9,False
1.0,0.432186,0.0118,235.9,False
1.0,0.436006,0.0119,236.0,True
1.0,0.440503,0.012,236.0,True
1.0,0.441372,0.012,236.0,True
1.0,0.444185,0.0121,236.0,True
1.0,0.444197,0.0121,236.0,True
1.0,0.441299,0.012,236.0,True
1.0,0.436181,0.0119,236.0,True
1.0,0.434648,0.0118,236.0,True
1.0,0.433248,0.0118,236.0,True
1.0,0.4331,0.0118,236.0,True
1.0,0.431358,0.0117,236.0,True
1.0,0.434379,0.0118,236.0,True
1.0,0.434561,0.0118,236.0,True
1.0,0.431061,0.0117,236.0,True
1.0,0.430175,0.0117,236.0,True
1.0,0.428049,0.0116,236.0,True
1.0,0.427795,0.0116,236.0,True
1.0,0.424948,0.0116,236.0,True
1.0,0.423327,0.0115,236.0,True
1.0,0.423119,0.0115,236.0,True
1.0,0.425503,0.0116,236.0,True
1.0,0.428551,0.0117,236.0,True
1.0,0.427057,0.0116,236.0,True
1.0,0.432591,0.0118,236.0,True
1.0,0.433622,0.0118,236.0,True
1.0,0.430618,0.0117,236.0,True
1.0,0.429715,0.0117,236.0,True
1.0,0.431748,0.0117,236.0,True
1.0,0.430782,0.0117,236.0,True
1.0,0.428661,0.0117,236.0,True
0.5,0.247013,0.0134,236.0,True
0.5,0.244814,0.0133,236.0,True
0.5,0.249559,0.0136,236.0,True
0.5,0.248231,0.0135,236.0,True
0.5,0.252418,0.0137,236.0,True
0.5,0.249864,0.0136,236.0,True
0.5,0.248793,0.0135,236.0,True
0.5,0.251346,0.0137,236.0,True
0.5,0.251563,0.0137,236.0,True
0.5,0.254617,0.0138,236.0,True
0.5,0.254683,0.0139,236.0,True
0.5,0.2569,0.014,236.0,True
0.5,0.261881,0.0142,235.9,True
0.5,0.263941,0.0144,235.9,True
0.5,0.264941,0.0144,235.9,True
0.5,0.26742,0.0145,235.9,True
0.5,0.269852,0.0147,235.9,True
0.5,0.271413,0.0148,235.9,True
0.5,0.273443,0.0149,235.9,True
0.5,0.272076,0.0148,235.8,True
0.5,0.272751,0.0148,235.8,True
0.5,0.270409,0.0147,235.8,True
0.5,0.27051,0.0147,235.8,True
0.5,0.265579,0.0144,235.8,True
0.5,0.263864,0.0143,235.8,True
0.5,0.264406,0.0144,235.8,True
0.5,0.269064,0.0146,235.7,True
0.5,0.272111,0.0148,235.7,True
0.5,0.276925,0.0151,235.7,True
0.5,0.283671,0.0154,235.7,True
0.25,0.192865,0.021,235.7,True
0.25,0.190196,0.0207,235.7,True
0.25,0.186664,0.0203,235.7,True
0.25,0.183092,0.0199,235.7,True
0.25,0.178589,0.0194,235.7,True
0.25,0.181466,0.0197,235.7,True
0.25,0.182468,0.0198,235.6,True
0.25,0.184839,0.0201,235.6,True
0.25,0.187392,0.0204,235.6,True
0.25,0.18992,0.0207,235.6,True
0.25,0.188457,0.0205,235.6,True
0.25,0.18571,0.0202,235.6,True
0.25,0.180293,0.0196,235.6,True
0.25,0.179449,0.0195,235.6,True
0.25,0.179897,0.0196,235.6,True
0.25,0.180228,0.0196,235.6,True
0.25,0.179513,0.0195,235.6,True
0.25,0.178395,0.0194,235.6,True
0.25,0.180541,0.0196,235.6,True
0.25,0.183069,0.0199,235.6,True
0.25,0.179819,0.0196,235.6,True
0.25,0.178971,0.0195,235.6,True
0.25,0.180564,0.0196,235.6,True
0.25,0.180951,0.0197,235.6,True
0.25,0.182476,0.0198,235.6,True
0.25,0.184493,0.0201,235.6,True
0.25,0.180628,0.0196,235.6,True
0.25,0.182704,0.0199,235.6,True
0.25,0.186375,0.0203,235.6,True
0.25,0.185863,0.0202,235.7,True
