T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,236.0,0.0,1.0,0.432412,0.00559
250.0,235.89,0.107548,0.5,0.262135,0.010302
250.0,235.623333,0.042295,0.25,0.183196,0.003795
