Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.323529,0.0088,235.6,False
1.0,0.324273,0.0088,235.6,False
1.0,0.32754,0.0089,235.5,False
1.0,0.329848,0.009,235.5,False
1.0,0.329788,0.009,235.4,False
1.0,0.329649,0.009,235.3,False
1.0,0.328791,0.0089,235.3,False
1.0,0.335008,0.0091,235.2,False
1.0,0.33039,0.009,235.2,False
1.0,0.32841,0.0089,235.1,False
1.0,0.332536,0.009,235.1,False
1.0,0.335274,0.0091,235.0,False
1.0,0.334025,0.0091,235.0,False
1.0,0.334091,0.0091,235.0,False
1.0,0.334372,0.0091,234.9,False
1.0,0.334098,0.0091,234.9,False
1.0,0.334614,0.0091,234.9,False
1.0,0.332991,0.0091,234.9,False
1.0,0.335975,0.0091,234.9,False
1.0,0.338034,0.0092,234.9,False
1.0,0.334972,0.0091,234.9,False
1.0,0.338534,0.0092,234.9,False
1.0,0.345087,0.0094,234.9,False
1.0,0.348479,0.0095,234.9,False
1.0,0.344489,0.0094,234.9,False
1.0,0.339449,0.0092,234.9,False
1.0,0.341696,0.0093,235.0,False
1.0,0.337225,0.0092,235.0,False
1.0,0.336563,0.0092,235.1,False
1.0,0.334756,0.0091,235.1,False
1.0,0.33026,0.009,235.2,False
1.0,0.331374,0.009,235.3,False
1.0,0.33142,0.009,235.4,False
1.0,0.332296,0.009,235.5,False
1.0,0.331454,0.009,235.6,False
1.0,0.329909,0.009,235.7,False
1.0,0.334503,0.0091,235.8,False
1.0,0.339814,0.0092,235.9,False
1.0,0.33941,0.0092,236.0,False
1.0,0.342337,0.0093,236.1,False
1.0,0.338414,0.0092,236.2,False
1.0,0.341784,0.0093,236.4,False
1.0,0.342575,0.0093,236.5,False
1.0,0.338684,0.0092,236.6,False
1.0,0.33315,0.0091,236.7,False
1.0,0.327966,0.0089,236.9,False
1.0,0.328739,0.0089,237.0,False
1.0,0.324346,0.0088,237.1,False
1.0,0.326297,0.0089,237.3,False
1.0,0.324043,0.0088,237.4,False
1.0,0.320795,0.0087,237.5,False
1.0,0.317868,0.0086,237.7,False
1.0,0.311952,0.0085,237.8,False
1.0,0.315238,0.0086,238.0,False
1.0,0.313214,0.0085,238.1,False
1.0,0.315097,0.0086,238.3,False
1.0,0.318087,0.0086,238.4,False
1.0,0.323395,0.0088,238.5,False
1.0,0.324366,0.0088,238.7,False
1.0,0.32818,0.0089,238.7,True
1.0,0.335481,0.0091,238.9,True
1.0,0.340751,0.0093,239.0,True
1.0,0.341275,0.0093,239.1,True
1.0,0.344543,0.0094,239.2,True
1.0,0.346952,0.0094,239.3,True
1.0,0.343261,0.0093,239.4,True
1.0,0.344706,0.0094,239.5,True
1.0,0.343348,0.0093,239.6,True
1.0,0.341434,0.0093,239.7,True
1.0,0.344079,0.0094,239.8,True
1.0,0.343232,0.0093,239.9,True
1.0,0.34145,0.0093,240.0,True
1.0,0.340272,0.0093,240.0,True
1.0,0.33968,0.0092,240.1,True
1.0,0.33926,0.0092,240.2,True
1.0,0.341668,0.0093,240.2,True
1.0,0.346282,0.0094,240.3,True
1.0,0.34629,0.0094,240.3,True
1.0,0.345184,0.0094,240.4,True
1.0,0.341093,0.0093,240.4,True
1.0,0.342047,0.0093,240.4,True
1.0,0.342548,0.0093,240.4,True
1.0,0.346094,0.0094,240.5,True
1.0,0.35559,0.0097,240.5,True
1.0,0.361062,0.0098,240.5,True
1.0,0.353426,0.0096,240.5,True
1.0,0.356559,0.0097,240.5,True
1.0,0.351885,0.0096,240.6,True
1.0,0.342185,0.0093,240.6,True
0.5,0.230772,0.0126,240.6,True
0.5,0.226289,0.0123,240.6,True
0.5,0.227986,0.0124,240.6,True
0.5,0.230128,0.0125,240.5,True
0.5,0.228463,0.0124,240.5,True
0.5,0.232154,0.0126,240.5,True
0.5,0.236324,0.0129,240.4,True
0.5,0.238776,0.013,240.4,True
0.5,0.243716,0.0133,240.3,True
0.5,0.245649,0.0134,240.3,True
0.5,0.248145,0.0135,240.3,True
0.5,0.246895,0.0134,240.2,True
0.5,0.246668,0.0134,240.2,True
0.5,0.236514,0.0129,240.1,True
0.5,0.234509,0.0128,240.0,True
0.5,0.233328,0.0127,240.0,True
0.5,0.226362,0.0123,239.9,True
0.5,0.224548,0.0122,239.8,True
0.5,0.225473,0.0123,239.7,True
0.5,0.221556,0.012,239.7,True
0.5,0.218832,0.0119,239.6,True
0.5,0.213331,0.0116,239.5,True
0.5,0.215317,0.0117,239.4,True
0.5,0.217209,0.0118,239.4,True
0.5,0.216488,0.0118,239.2,True
0.5,0.21703,0.0118,239.2,True
0.5,0.214379,0.0117,239.1,True
0.5,0.2089,0.0114,239.0,True
0.5,0.207839,0.0113,238.9,True
0.5,0.208998,0.0114,238.8,True
0.25,0.157654,0.0171,238.7,True
0.25,0.155366,0.0169,238.6,True
0.25,0.152326,0.0166,238.6,True
0.25,0.151406,0.0165,238.5,True
0.25,0.153909,0.0167,238.4,True
0.25,0.15556,0.0169,238.3,True
0.25,0.160804,0.0175,238.1,True
0.25,0.158277,0.0172,238.1,True
0.25,0.155375,0.0169,238.0,True
0.25,0.154545,0.0168,237.9,True
0.25,0.153942,0.0167,237.8,True
0.25,0.151716,0.0165,237.7,True
0.25,0.152121,0.0165,237.7,True
0.25,0.150231,0.0163,237.6,True
0.25,0.151311,0.0165,237.5,True
0.25,0.152739,0.0166,237.4,True
0.25,0.147429,0.016,237.3,True
0.25,0.145368,0.0158,237.3,True
0.25,0.145922,0.0159,237.2,True
0.25,0.147795,0.0161,237.1,True
0.25,0.148801,0.0162,237.1,True
0.25,0.150913,0.0164,237.0,True
0.25,0.150797,0.0164,237.0,True
0.25,0.150871,0.0164,236.9,True
0.25,0.150336,0.0164,236.9,True
0.25,0.148008,0.0161,236.8,True
0.25,0.147067,0.016,236.8,True
0.25,0.147283,0.016,236.7,True
0.25,0.147173,0.016,236.7,True
0.25,0.148815,0.0162,236.7,True
