T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,239.95,0.564358,1.0,0.344327,0.006299
250.0,239.89,0.555188,0.5,0.227419,0.011875
250.0,237.546667,0.637042,0.25,0.151462,0.003771
