T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,271.906667,0.120922,1.0,0.29479,0.004855
300.0,271.95,0.241868,0.8,0.271788,0.00427
300.0,272.863333,0.151621,0.6,0.229221,0.004559
