T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,235.336667,0.283412,1.0,0.44839,0.016165
250.0,236.996667,0.48613,0.5,0.297668,0.009688
250.0,237.243333,0.382695,0.25,0.218095,0.010361
