Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.437031,0.0119,234.7,True
1.0,0.437839,0.0119,234.7,True
1.0,0.439592,0.012,234.7,True
1.0,0.440009,0.012,234.7,True
1.0,0.444136,0.0121,234.7,True
1.0,0.447708,0.0122,234.6,True
1.0,0.448901,0.0122,234.6,True
1.0,0.451159,0.0123,234.6,True
1.0,0.451863,0.0123,234.6,True
1.0,0.451742,0.0123,234.6,True
1.0,0.454874,0.0124,234.7,True
1.0,0.450881,0.0123,234.7,True
1.0,0.455492,0.0124,234.7,True
1.0,0.452099,0.0123,234.7,True
1.0,0.451417,0.0123,234.7,True
1.0,0.452266,0.0123,234.8,True
1.0,0.449025,0.0122,234.8,True
1.0,0.455226,0.0124,234.8,True
1.0,0.459422,0.0125,234.9,True
1.0,0.468655,0.0127,234.9,True
1.0,0.47188,0.0128,235.0,True
1.0,0.464616,0.0126,235.0,True
1.0,0.465748,0.0127,235.1,True
1.0,0.467953,0.0127,235.1,True
1.0,0.465775,0.0127,235.2,True
1.0,0.46661,0.0127,235.3,True
1.0,0.468484,0.0127,235.3,True
1.0,0.465921,0.0127,235.4,True
1.0,0.464184,0.0126,235.5,True
1.0,0.465281,0.0127,235.6,True
1.0,0.459774,0.0125,235.6,True
1.0,0.455942,0.0124,235.7,True
1.0,0.454473,0.0124,235.8,True
1.0,0.455967,0.0124,235.8,True
1.0,0.454883,0.0124,235.9,True
1.0,0.452795,0.0123,236.0,True
0.5,0.284933,0.0155,236.1,True
0.5,0.289881,0.0158,236.1,True
0.5,0.291864,0.0159,236.3,True
0.5,0.292438,0.0159,236.3,True
0.5,0.29485,0.016,236.3,True
0.5,0.292414,0.0159,236.5,True
0.5,0.290261,0.0158,236.5,True
0.5,0.289296,0.0157,236.6,True
0.5,0.287607,0.0156,236.6,True
0.5,0.29442,0.016,236.7,True
0.5,0.303453,0.0165,236.8,True
0.5,0.307354,0.0167,236.9,True
0.5,0.309002,0.0168,236.9,True
0.5,0.308307,0.0168,237.0,True
0.5,0.304222,0.0165,237.1,True
0.5,0.29155,0.0159,237.1,True
0.5,0.288051,0.0157,237.1,True
0.5,0.286446,0.0156,237.2,True
0.5,0.290695,0.0158,237.3,True
0.5,0.288878,0.0157,237.3,True
0.5,0.287729,0.0156,237.4,True
0.5,0.291894,0.0159,237.4,True
0.5,0.29188,0.0159,237.4,True
0.5,0.305661,0.0166,237.5,True
0.5,0.304688,0.0166,237.5,True
0.5,0.309286,0.0168,237.6,True
0.5,0.311229,0.0169,237.6,True
0.5,0.311997,0.017,237.6,True
0.5,0.308906,0.0168,237.6,True
0.5,0.320835,0.0174,237.6,True
0.25,0.234402,0.0255,237.6,True
0.25,0.223746,0.0243,237.6,True
0.25,0.211626,0.023,237.6,True
0.25,0.212584,0.0231,237.6,True
0.25,0.213064,0.0232,237.6,True
0.25,0.212193,0.0231,237.6,True
0.25,0.215801,0.0235,237.6,True
0.25,0.214484,0.0233,237.6,True
0.25,0.213206,0.0232,237.6,True
0.25,0.206856,0.0225,237.6,True
0.25,0.20839,0.0227,237.5,True
0.25,0.209302,0.0228,237.5,True
0.25,0.206925,0.0225,237.5,True
0.25,0.210544,0.0229,237.5,True
0.25,0.212151,0.0231,237.4,True
0.25,0.211564,0.023,237.4,True
0.25,0.201014,0.0219,237.3,True
0.25,0.202978,0.0221,237.3,True
0.25,0.211599,0.023,237.2,True
0.25,0.221439,0.0241,237.1,True
0.25,0.230513,0.0251,237.1,True
0.25,0.230531,0.0251,237.0,True
0.25,0.227248,0.0247,236.9,True
0.25,0.231069,0.0251,236.9,True
0.25,0.233121,0.0254,236.8,True
0.25,0.237096,0.0258,236.7,True
0.25,0.237139,0.0258,236.7,True
0.25,0.22809,0.0248,236.6,True
0.25,0.21855,0.0238,236.5,True
0.25,0.215615,0.0235,236.4,True
