T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
100.0,94.21,0.155671,1.0,0.296182,0.0031
100.0,95.776667,0.68151,0.8,0.251798,0.000797
100.0,97.743333,0.415278,0.6,0.199695,0.001158
