Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.314227,0.0085,195.5,False
1.0,0.313919,0.0085,195.5,False
1.0,0.313249,0.0085,195.5,False
1.0,0.311732,0.0085,195.4,False
1.0,0.309216,0.0084,195.4,False
1.0,0.308576,0.0084,195.4,False
1.0,0.311167,0.0085,195.4,False
1.0,0.312291,0.0085,195.4,False
1.0,0.311785,0.0085,195.3,False
1.0,0.309268,0.0084,195.3,False
1.0,0.309357,0.0084,195.3,False
1.0,0.308225,0.0084,195.2,False
1.0,0.308705,0.0084,195.2,False
1.0,0.30715,0.0084,195.1,False
1.0,0.305264,0.0083,195.1,True
1.0,0.305103,0.0083,195.1,True
1.0,0.307947,0.0084,195.0,True
1.0,0.308918,0.0084,195.0,True
1.0,0.307247,0.0084,194.9,True
1.0,0.307776,0.0084,194.9,True
1.0,0.30638,0.0083,194.8,True
1.0,0.307,0.0083,194.8,True
1.0,0.308714,0.0084,194.7,True
1.0,0.308767,0.0084,194.7,True
1.0,0.309793,0.0084,194.6,True
1.0,0.311158,0.0085,194.6,True
1.0,0.311884,0.0085,194.5,True
1.0,0.311557,0.0085,194.4,True
1.0,0.311303,0.0085,194.4,True
1.0,0.309766,0.0084,194.3,True
1.0,0.307217,0.0084,194.3,True
1.0,0.305734,0.0083,194.2,True
1.0,0.304597,0.0083,194.1,True
1.0,0.304387,0.0083,194.1,True
1.0,0.300968,0.0082,194.0,True
1.0,0.299465,0.0081,193.9,True
1.0,0.299382,0.0081,193.9,True
1.0,0.299655,0.0081,193.8,True
1.0,0.298747,0.0081,193.7,True
1.0,0.299744,0.0082,193.7,True
1.0,0.301762,0.0082,193.6,True
1.0,0.302169,0.0082,193.6,True
1.0,0.3036,0.0083,193.5,True
1.0,0.3059,0.0083,193.4,True
0.8,0.263896,0.009,193.4,True
0.8,0.26476,0.009,193.3,True
0.8,0.266451,0.0091,193.3,True
0.8,0.265691,0.009,193.2,True
0.8,0.266652,0.0091,193.1,True
0.8,0.266761,0.0091,193.1,True
0.8,0.266793,0.0091,193.0,True
0.8,0.269777,0.0092,193.0,True
0.8,0.270948,0.0092,192.9,True
0.8,0.272921,0.0093,192.9,True
0.8,0.276859,0.0094,192.8,True
0.8,0.278811,0.0095,192.8,True
0.8,0.279737,0.0095,192.8,True
0.8,0.280922,0.0095,192.7,True
0.8,0.282129,0.0096,192.7,True
0.8,0.280865,0.0095,192.7,True
0.8,0.281331,0.0096,192.7,True
0.8,0.280451,0.0095,192.6,True
0.8,0.281242,0.0096,192.6,True
0.8,0.276921,0.0094,192.6,True
0.8,0.273946,0.0093,192.6,True
0.8,0.273885,0.0093,192.6,True
0.8,0.276035,0.0094,192.6,True
0.8,0.27587,0.0094,192.6,True
0.8,0.272907,0.0093,192.6,True
0.8,0.272844,0.0093,192.6,True
0.8,0.270678,0.0092,192.6,True
0.8,0.270111,0.0092,192.6,True
0.8,0.26935,0.0092,192.6,True
0.8,0.270564,0.0092,192.6,True
0.6,0.228182,0.0103,192.6,True
0.6,0.229216,0.0104,192.6,True
0.6,0.228661,0.0104,192.6,True
0.6,0.228723,0.0104,192.7,True
0.6,0.227205,0.0103,192.7,True
0.6,0.23064,0.0105,192.7,True
0.6,0.229355,0.0104,192.8,True
0.6,0.230248,0.0104,192.8,True
0.6,0.233396,0.0106,192.9,True
0.6,0.234094,0.0106,192.9,True
0.6,0.233306,0.0106,193.0,True
0.6,0.233614,0.0106,193.1,True
0.6,0.23398,0.0106,193.1,True
0.6,0.233511,0.0106,193.2,True
0.6,0.23573,0.0107,193.2,True
0.6,0.234687,0.0106,193.3,True
0.6,0.233026,0.0106,193.4,True
0.6,0.233518,0.0106,193.4,True
0.6,0.236363,0.0107,193.5,True
0.6,0.236234,0.0107,193.6,True
0.6,0.236388,0.0107,193.7,True
0.6,0.236138,0.0107,193.7,True
0.6,0.235056,0.0107,193.8,True
0.6,0.235843,0.0107,193.9,True
0.6,0.234806,0.0106,194.0,True
0.6,0.23183,0.0105,194.0,True
0.6,0.231699,0.0105,194.1,True
0.6,0.230237,0.0104,194.2,True
0.6,0.226108,0.0102,194.3,True
0.6,0.226178,0.0103,194.4,True
