T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
200.0,194.32,0.514069,1.0,0.30573,0.003956
200.0,192.806667,0.248909,0.8,0.273337,0.005593
200.0,193.34,0.554737,0.6,0.232266,0.003138
