T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,236.193333,0.703294,1.0,0.443248,0.007522
250.0,236.343333,0.955225,0.8,0.401869,0.00533
250.0,240.913333,1.372281,0.6,0.336122,0.004068
