T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,278.17,0.228254,1.0,0.320207,0.005026
300.0,279.706667,0.474646,0.8,0.277013,0.008622
300.0,280.803333,0.441575,0.6,0.241362,0.006138
