T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
200.0,191.61,0.631585,1.0,0.472561,0.004448
200.0,191.213333,0.537732,0.8,0.388267,0.007265
200.0,194.313333,1.058531,0.6,0.306854,0.004383
