T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
150.0,157.446667,0.056174,1.0,0.482706,0.003913
150.0,156.756667,0.411245,0.8,0.395577,0.003324
150.0,154.97,0.601747,0.6,0.313244,0.00306
