Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.488201,0.0133,157.6,False
1.0,0.487135,0.0132,157.6,False
1.0,0.487154,0.0132,157.5,False
1.0,0.486089,0.0132,157.5,False
1.0,0.485008,0.0132,157.5,False
1.0,0.485684,0.0132,157.5,False
1.0,0.486001,0.0132,157.4,False
1.0,0.488067,0.0133,157.4,False
1.0,0.488908,0.0133,157.4,False
1.0,0.490343,0.0133,157.4,False
1.0,0.491131,0.0134,157.4,False
1.0,0.491052,0.0134,157.4,False
1.0,0.488477,0.0133,157.4,False
1.0,0.485294,0.0132,157.4,False
1.0,0.483327,0.0131,157.4,False
1.0,0.484491,0.0132,157.4,False
1.0,0.483586,0.0131,157.4,False
1.0,0.483134,0.0131,157.4,False
1.0,0.48284,0.0131,157.4,False
1.0,0.482548,0.0131,157.4,False
1.0,0.481154,0.0131,157.4,False
1.0,0.480103,0.0131,157.4,False
1.0,0.479116,0.013,157.4,False
1.0,0.482372,0.0131,157.4,False
1.0,0.483246,0.0131,157.4,False
1.0,0.481749,0.0131,157.4,False
1.0,0.482594,0.0131,157.4,False
1.0,0.482405,0.0131,157.4,False
1.0,0.482043,0.0131,157.4,False
1.0,0.482302,0.0131,157.4,True
1.0,0.480978,0.0131,157.4,True
1.0,0.480035,0.0131,157.4,True
1.0,0.479423,0.013,157.4,True
1.0,0.479006,0.013,157.4,True
1.0,0.477877,0.013,157.4,True
1.0,0.476928,0.013,157.4,True
1.0,0.478224,0.013,157.4,True
1.0,0.477403,0.013,157.4,True
1.0,0.478066,0.013,157.4,True
1.0,0.478208,0.013,157.5,True
1.0,0.477517,0.013,157.5,True
1.0,0.479018,0.013,157.5,True
1.0,0.479681,0.013,157.5,True
1.0,0.482074,0.0131,157.5,True
1.0,0.485115,0.0132,157.5,True
1.0,0.484371,0.0132,157.5,True
1.0,0.484951,0.0132,157.5,True
1.0,0.484525,0.0132,157.5,True
1.0,0.485339,0.0132,157.5,True
1.0,0.484267,0.0132,157.5,True
1.0,0.486684,0.0132,157.5,True
1.0,0.488963,0.0133,157.5,True
1.0,0.487873,0.0133,157.5,True
1.0,0.487766,0.0133,157.5,True
1.0,0.48899,0.0133,157.4,True
1.0,0.486454,0.0132,157.4,True
1.0,0.486167,0.0132,157.4,True
1.0,0.486429,0.0132,157.4,True
1.0,0.486553,0.0132,157.3,True
0.8,0.402124,0.0137,157.3,True
0.8,0.400973,0.0136,157.3,True
0.8,0.399535,0.0136,157.3,True
0.8,0.397927,0.0135,157.3,True
0.8,0.398654,0.0136,157.2,True
0.8,0.399088,0.0136,157.2,True
0.8,0.398002,0.0135,157.2,True
0.8,0.40079,0.0136,157.1,True
0.8,0.400375,0.0136,157.1,True
0.8,0.398477,0.0135,157.1,True
0.8,0.394701,0.0134,157.0,True
0.8,0.395674,0.0134,157.0,True
0.8,0.397916,0.0135,156.9,True
0.8,0.395473,0.0134,156.9,True
0.8,0.394913,0.0134,156.8,True
0.8,0.392165,0.0133,156.8,True
0.8,0.393043,0.0134,156.7,True
0.8,0.393119,0.0134,156.7,True
0.8,0.391824,0.0133,156.6,True
0.8,0.390321,0.0133,156.6,True
0.8,0.390558,0.0133,156.5,True
0.8,0.390687,0.0133,156.5,True
0.8,0.393191,0.0134,156.4,True
0.8,0.393368,0.0134,156.3,True
0.8,0.393327,0.0134,156.3,True
0.8,0.393543,0.0134,156.2,True
0.8,0.392853,0.0134,156.2,True
0.8,0.393836,0.0134,156.1,True
0.8,0.395182,0.0134,156.1,True
0.8,0.395683,0.0134,156.0,True
0.6,0.311092,0.0141,155.9,True
0.6,0.311486,0.0141,155.9,True
0.6,0.311484,0.0141,155.8,True
0.6,0.308282,0.014,155.8,True
0.6,0.308757,0.014,155.7,True
0.6,0.308955,0.014,155.7,True
0.6,0.308668,0.014,155.6,True
0.6,0.310084,0.0141,155.5,True
0.6,0.313309,0.0142,155.4,True
0.6,0.314214,0.0142,155.4,True
0.6,0.314578,0.0143,155.3,True
0.6,0.31573,0.0143,155.2,True
0.6,0.317004,0.0144,155.2,True
0.6,0.316796,0.0144,155.1,True
0.6,0.31268,0.0142,155.0,True
0.6,0.310318,0.0141,154.9,True
0.6,0.31183,0.0141,154.8,True
0.6,0.310816,0.0141,154.8,True
0.6,0.310442,0.0141,154.7,True
0.6,0.31175,0.0141,154.6,True
0.6,0.312697,0.0142,154.6,True
0.6,0.314143,0.0142,154.5,True
0.6,0.314487,0.0143,154.4,True
0.6,0.313738,0.0142,154.4,True
0.6,0.315503,0.0143,154.3,True
0.6,0.316529,0.0143,154.3,True
0.6,0.317408,0.0144,154.2,True
0.6,0.316721,0.0144,154.1,True
0.6,0.318225,0.0144,154.0,True
0.6,0.319599,0.0145,154.0,True
