T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,234.75,0.180278,1.0,0.479241,0.008927
250.0,236.613333,0.891715,0.8,0.379434,0.010273
250.0,238.85,0.305232,0.6,0.322131,0.012184
