T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
150.0,148.6,0.6,1.0,0.311681,0.003717
150.0,146.873333,0.336584,0.8,0.27329,0.00206
150.0,146.51,0.12741,0.6,0.224016,0.002719
