T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,237.456667,0.739226,1.0,0.388137,0.00765
250.0,240.686667,0.920411,0.8,0.332546,0.011819
250.0,242.046667,0.201219,0.6,0.271884,0.005455
