Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.41115,0.0112,238.3,False
1.0,0.411502,0.0112,238.3,False
1.0,0.415064,0.0113,238.2,False
1.0,0.412495,0.0112,238.1,False
1.0,0.402231,0.0109,238.0,False
1.0,0.400917,0.0109,237.9,False
1.0,0.397631,0.0108,237.8,False
1.0,0.398505,0.0108,237.7,False
1.0,0.400933,0.0109,237.7,False
1.0,0.401822,0.0109,237.5,False
1.0,0.402035,0.0109,237.5,False
1.0,0.401389,0.0109,237.4,False
1.0,0.397722,0.0108,237.3,False
1.0,0.400351,0.0109,237.2,False
1.0,0.397547,0.0108,237.2,False
1.0,0.399704,0.0109,237.1,False
1.0,0.401238,0.0109,237.1,False
1.0,0.401987,0.0109,237.0,False
1.0,0.401598,0.0109,236.9,False
1.0,0.405304,0.011,236.9,False
1.0,0.402897,0.011,236.8,False
1.0,0.405796,0.011,236.8,False
1.0,0.402187,0.0109,236.8,False
1.0,0.397644,0.0108,236.7,False
1.0,0.403877,0.011,236.7,False
1.0,0.402322,0.0109,236.7,False
1.0,0.399437,0.0109,236.7,False
1.0,0.4021,0.0109,236.7,False
1.0,0.395366,0.0108,236.7,False
1.0,0.402684,0.0109,236.7,True
1.0,0.40361,0.011,236.7,True
1.0,0.40196,0.0109,236.7,True
1.0,0.399009,0.0108,236.7,True
1.0,0.401532,0.0109,236.7,True
1.0,0.398872,0.0108,236.7,True
1.0,0.393056,0.0107,236.7,True
1.0,0.389751,0.0106,236.7,True
1.0,0.390813,0.0106,236.8,True
1.0,0.38544,0.0105,236.8,True
1.0,0.384971,0.0105,236.9,True
1.0,0.378985,0.0103,237.0,True
1.0,0.381185,0.0104,237.0,True
1.0,0.38788,0.0105,237.1,True
1.0,0.389412,0.0106,237.2,True
1.0,0.385747,0.0105,237.3,True
1.0,0.382866,0.0104,237.4,True
1.0,0.383457,0.0104,237.5,True
1.0,0.37974,0.0103,237.6,True
1.0,0.377784,0.0103,237.7,True
1.0,0.385099,0.0105,237.8,True
1.0,0.39011,0.0106,237.9,True
1.0,0.389429,0.0106,238.1,True
1.0,0.384922,0.0105,238.2,True
1.0,0.381484,0.0104,238.3,True
1.0,0.386974,0.0105,238.4,True
1.0,0.386553,0.0105,238.6,True
1.0,0.383074,0.0104,238.7,True
1.0,0.381209,0.0104,238.8,True
1.0,0.37649,0.0102,239.0,True
0.8,0.315627,0.0107,239.0,True
0.8,0.310062,0.0105,239.1,True
0.8,0.308128,0.0105,239.3,True
0.8,0.312294,0.0106,239.4,True
0.8,0.316619,0.0108,239.5,True
0.8,0.321203,0.0109,239.6,True
0.8,0.325972,0.0111,239.8,True
0.8,0.329325,0.0112,239.9,True
0.8,0.331578,0.0113,240.0,True
0.8,0.329502,0.0112,240.2,True
0.8,0.329,0.0112,240.3,True
0.8,0.330937,0.0112,240.4,True
0.8,0.334785,0.0114,240.5,True
0.8,0.335742,0.0114,240.6,True
0.8,0.332761,0.0113,240.7,True
0.8,0.331045,0.0113,240.8,True
0.8,0.327944,0.0111,241.0,True
0.8,0.325352,0.0111,241.1,True
0.8,0.33304,0.0113,241.2,True
0.8,0.34701,0.0118,241.2,True
0.8,0.349334,0.0119,241.4,True
0.8,0.343899,0.0117,241.4,True
0.8,0.343736,0.0117,241.5,True
0.8,0.342898,0.0117,241.6,True
0.8,0.344261,0.0117,241.7,True
0.8,0.342524,0.0116,241.8,True
0.8,0.339471,0.0115,241.8,True
0.8,0.343805,0.0117,241.9,True
0.8,0.346281,0.0118,241.9,True
0.8,0.352247,0.012,242.0,True
0.6,0.286351,0.013,242.0,True
0.6,0.283396,0.0128,242.1,True
0.6,0.275782,0.0125,242.1,True
0.6,0.271242,0.0123,242.1,True
0.6,0.272023,0.0123,242.2,True
0.6,0.270666,0.0123,242.2,True
0.6,0.270889,0.0123,242.2,True
0.6,0.269009,0.0122,242.2,True
0.6,0.270216,0.0122,242.2,True
0.6,0.266825,0.0121,242.3,True
0.6,0.265574,0.012,242.2,True
0.6,0.265169,0.012,242.2,True
0.6,0.272797,0.0124,242.2,True
0.6,0.276071,0.0125,242.2,True
0.6,0.278489,0.0126,242.2,True
0.6,0.280906,0.0127,242.2,True
0.6,0.277375,0.0126,242.2,True
0.6,0.275087,0.0125,242.1,True
0.6,0.271284,0.0123,242.1,True
0.6,0.26602,0.0121,242.1,True
0.6,0.268713,0.0122,242.0,True
0.6,0.272066,0.0123,242.0,True
0.6,0.267798,0.0121,242.0,True
0.6,0.267474,0.0121,241.9,True
0.6,0.275356,0.0125,241.9,True
0.6,0.272539,0.0124,241.8,True
0.6,0.271227,0.0123,241.7,True
0.6,0.267275,0.0121,241.7,True
0.6,0.263485,0.0119,241.6,True
0.6,0.265424,0.012,241.5,True
