T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,242.03,0.754166,1.0,0.468142,0.007219
250.0,239.886667,0.313829,0.8,0.427776,0.007592
250.0,241.18,0.944246,0.6,0.381928,0.016364
