T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,268.75,0.15,1.0,0.499234,0.004204
300.0,269.273333,0.290899,0.8,0.425853,0.007236
300.0,269.473333,0.148174,0.6,0.351823,0.009011
