Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.248129,0.0067,41.6,False
1.0,0.24786,0.0067,41.6,False
1.0,0.247764,0.0067,41.7,False
1.0,0.247815,0.0067,41.7,False
1.0,0.247841,0.0067,41.7,False
1.0,0.24782,0.0067,41.7,False
1.0,0.247687,0.0067,41.8,False
1.0,0.247676,0.0067,41.8,False
1.0,0.247511,0.0067,41.8,False
1.0,0.247667,0.0067,41.9,False
1.0,0.247983,0.0067,41.9,False
1.0,0.24807,0.0067,42.0,False
1.0,0.248155,0.0067,42.0,False
1.0,0.248071,0.0067,42.0,False
1.0,0.248033,0.0067,42.1,True
1.0,0.248074,0.0067,42.2,True
1.0,0.247983,0.0067,42.2,True
1.0,0.247848,0.0067,42.2,True
1.0,0.24803,0.0067,42.3,True
1.0,0.247945,0.0067,42.3,True
1.0,0.248118,0.0067,42.4,True
1.0,0.248371,0.0068,42.4,True
1.0,0.248349,0.0068,42.5,True
1.0,0.248159,0.0067,42.5,True
1.0,0.248021,0.0067,42.6,True
1.0,0.247959,0.0067,42.6,True
1.0,0.247778,0.0067,42.7,True
1.0,0.247716,0.0067,42.7,True
1.0,0.247607,0.0067,42.8,True
1.0,0.247716,0.0067,42.8,True
1.0,0.247873,0.0067,42.8,True
1.0,0.247937,0.0067,42.9,True
1.0,0.247702,0.0067,42.9,True
1.0,0.247593,0.0067,43.0,True
1.0,0.247359,0.0067,43.0,True
1.0,0.247599,0.0067,43.0,True
1.0,0.247425,0.0067,43.1,True
1.0,0.247377,0.0067,43.1,True
1.0,0.247114,0.0067,43.2,True
1.0,0.247162,0.0067,43.2,True
1.0,0.247274,0.0067,43.3,True
1.0,0.247308,0.0067,43.3,True
1.0,0.247174,0.0067,43.3,True
1.0,0.247014,0.0067,43.4,True
0.8,0.198756,0.0068,43.4,True
0.8,0.198922,0.0068,43.4,True
0.8,0.198943,0.0068,43.5,True
0.8,0.198799,0.0068,43.5,True
0.8,0.198771,0.0068,43.5,True
0.8,0.19868,0.0068,43.6,True
0.8,0.198708,0.0068,43.6,True
0.8,0.198706,0.0068,43.6,True
0.8,0.198509,0.0067,43.6,True
0.8,0.198524,0.0067,43.7,True
0.8,0.198416,0.0067,43.7,True
0.8,0.198324,0.0067,43.8,True
0.8,0.198408,0.0067,43.8,True
0.8,0.198354,0.0067,43.8,True
0.8,0.198356,0.0067,43.8,True
0.8,0.198173,0.0067,43.9,True
0.8,0.198166,0.0067,43.9,True
0.8,0.198317,0.0067,43.9,True
0.8,0.198185,0.0067,44.0,True
0.8,0.198321,0.0067,44.0,True
0.8,0.198206,0.0067,44.0,True
0.8,0.198174,0.0067,44.0,True
0.8,0.198147,0.0067,44.1,True
0.8,0.198003,0.0067,44.1,True
0.8,0.197815,0.0067,44.1,True
0.8,0.197838,0.0067,44.1,True
0.8,0.197875,0.0067,44.1,True
0.8,0.198076,0.0067,44.1,True
0.8,0.198079,0.0067,44.2,True
0.8,0.198168,0.0067,44.2,True
0.6,0.14977,0.0068,44.2,True
0.6,0.149911,0.0068,44.2,True
0.6,0.149989,0.0068,44.2,True
0.6,0.15012,0.0068,44.3,True
0.6,0.150107,0.0068,44.3,True
0.6,0.150176,0.0068,44.3,True
0.6,0.150209,0.0068,44.3,True
0.6,0.150417,0.0068,44.3,True
0.6,0.150338,0.0068,44.3,True
0.6,0.150227,0.0068,44.4,True
0.6,0.150211,0.0068,44.4,True
0.6,0.15035,0.0068,44.4,True
0.6,0.150514,0.0068,44.4,True
0.6,0.150565,0.0068,44.4,True
0.6,0.150532,0.0068,44.4,True
0.6,0.150694,0.0068,44.4,True
0.6,0.150734,0.0068,44.4,True
0.6,0.150728,0.0068,44.4,True
0.6,0.150703,0.0068,44.4,True
0.6,0.150927,0.0068,44.4,True
0.6,0.150847,0.0068,44.4,True
0.6,0.150654,0.0068,44.5,True
0.6,0.150818,0.0068,44.5,True
0.6,0.150594,0.0068,44.5,True
0.6,0.150733,0.0068,44.5,True
0.6,0.150663,0.0068,44.5,True
0.6,0.150648,0.0068,44.5,True
0.6,0.150761,0.0068,44.5,True
0.6,0.150863,0.0068,44.5,True
0.6,0.150825,0.0068,44.5,True
