T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
45.0,42.76,0.38175,1.0,0.247721,0.000368
45.0,43.833333,0.24404,0.8,0.198357,0.000312
45.0,44.39,0.09434,0.6,0.150488,0.00031
