Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.539586,0.0147,235.9,False
1.0,0.539292,0.0147,236.0,False
1.0,0.536266,0.0146,236.0,False
1.0,0.535812,0.0146,236.1,False
1.0,0.532756,0.0145,236.1,False
1.0,0.531711,0.0145,236.2,False
1.0,0.528389,0.0144,236.2,False
1.0,0.525857,0.0143,236.2,False
1.0,0.522206,0.0142,236.3,False
1.0,0.519744,0.0141,236.3,False
1.0,0.517809,0.0141,236.3,False
1.0,0.516936,0.0141,236.4,False
1.0,0.519596,0.0141,236.4,False
1.0,0.521981,0.0142,236.4,False
1.0,0.522922,0.0142,236.5,True
1.0,0.521718,0.0142,236.5,True
1.0,0.519352,0.0141,236.5,True
1.0,0.519999,0.0141,236.6,True
1.0,0.516428,0.014,236.6,True
1.0,0.515455,0.014,236.6,True
1.0,0.519783,0.0141,236.6,True
1.0,0.518135,0.0141,236.6,True
1.0,0.514601,0.014,236.7,True
1.0,0.5161,0.014,236.7,True
1.0,0.514851,0.014,236.7,True
1.0,0.516126,0.014,236.7,True
1.0,0.515764,0.014,236.7,True
1.0,0.518761,0.0141,236.7,True
1.0,0.520225,0.0141,236.7,True
1.0,0.518532,0.0141,236.7,True
1.0,0.517682,0.0141,236.7,True
1.0,0.517736,0.0141,236.7,True
1.0,0.515365,0.014,236.7,True
1.0,0.515404,0.014,236.7,True
1.0,0.513239,0.014,236.7,True
1.0,0.510943,0.0139,236.7,True
1.0,0.510741,0.0139,236.7,True
1.0,0.508327,0.0138,236.7,True
1.0,0.508334,0.0138,236.7,True
1.0,0.506354,0.0138,236.7,True
1.0,0.511492,0.0139,236.7,True
1.0,0.515549,0.014,236.7,True
1.0,0.514467,0.014,236.6,True
1.0,0.514028,0.014,236.6,True
0.8,0.436564,0.0148,236.6,True
0.8,0.438407,0.0149,236.5,True
0.8,0.43706,0.0149,236.5,True
0.8,0.437748,0.0149,236.5,True
0.8,0.43439,0.0148,236.4,True
0.8,0.432059,0.0147,236.4,True
0.8,0.431457,0.0147,236.4,True
0.8,0.429146,0.0146,236.3,True
0.8,0.431664,0.0147,236.3,True
0.8,0.432654,0.0147,236.3,True
0.8,0.43219,0.0147,236.2,True
0.8,0.430965,0.0146,236.2,True
0.8,0.432981,0.0147,236.2,True
0.8,0.433397,0.0147,236.1,True
0.8,0.435993,0.0148,236.1,True
0.8,0.432936,0.0147,236.0,True
0.8,0.435738,0.0148,236.0,True
0.8,0.434928,0.0148,235.9,True
0.8,0.43426,0.0148,235.8,True
0.8,0.436621,0.0148,235.8,True
0.8,0.440218,0.015,235.8,True
0.8,0.441063,0.015,235.7,True
0.8,0.44192,0.015,235.7,True
0.8,0.447056,0.0152,235.7,True
0.8,0.448268,0.0152,235.6,True
0.8,0.447075,0.0152,235.6,True
0.8,0.4473,0.0152,235.5,True
0.8,0.445694,0.0151,235.5,True
0.8,0.446877,0.0152,235.5,True
0.8,0.447471,0.0152,235.4,True
0.6,0.371252,0.0168,235.4,True
0.6,0.371419,0.0168,235.4,True
0.6,0.369374,0.0167,235.3,True
0.6,0.371772,0.0168,235.3,True
0.6,0.369661,0.0168,235.3,True
0.6,0.368331,0.0167,235.2,True
0.6,0.369128,0.0167,235.2,True
0.6,0.370812,0.0168,235.2,True
0.6,0.371906,0.0169,235.2,True
0.6,0.366207,0.0166,235.1,True
0.6,0.367278,0.0166,235.1,True
0.6,0.375961,0.017,235.0,True
0.6,0.382514,0.0173,235.0,True
0.6,0.378863,0.0172,235.0,True
0.6,0.377044,0.0171,235.0,True
0.6,0.378817,0.0172,235.0,True
0.6,0.384674,0.0174,234.9,True
0.6,0.379839,0.0172,234.9,True
0.6,0.386169,0.0175,234.9,True
0.6,0.386286,0.0175,234.9,True
0.6,0.387487,0.0176,234.9,True
0.6,0.389252,0.0176,234.9,True
0.6,0.386888,0.0175,234.9,True
0.6,0.392665,0.0178,234.9,True
0.6,0.394732,0.0179,234.9,True
0.6,0.39606,0.0179,234.9,True
0.6,0.391125,0.0177,234.9,True
0.6,0.386112,0.0175,234.9,True
0.6,0.385929,0.0175,234.9,True
0.6,0.386935,0.0175,234.9,True
