T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,236.656667,0.06675,1.0,0.515614,0.003928
250.0,236.016667,0.356916,0.8,0.437803,0.005898
250.0,235.043333,0.168688,0.6,0.379816,0.008936
