T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,273.27,0.270986,1.0,0.341658,0.003658
300.0,274.226667,0.169181,0.8,0.289527,0.005796
300.0,274.2,0.141421,0.6,0.244742,0.006199
