T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
200.0,193.933333,0.66299,1.0,0.320243,0.00612
200.0,196.89,0.812958,0.8,0.294199,0.00837
200.0,198.033333,0.179505,0.6,0.224478,0.007887
