Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.315257,0.0086,193.8,False
1.0,0.312305,0.0085,193.7,False
1.0,0.311126,0.0085,193.7,False
1.0,0.312081,0.0085,193.6,False
1.0,0.310702,0.0084,193.6,False
1.0,0.30839,0.0084,193.5,False
1.0,0.309515,0.0084,193.4,False
1.0,0.312582,0.0085,193.4,False
1.0,0.31195,0.0085,193.4,False
1.0,0.310901,0.0085,193.4,False
1.0,0.309549,0.0084,193.3,False
1.0,0.311009,0.0085,193.3,False
1.0,0.310547,0.0084,193.3,False
1.0,0.310786,0.0085,193.2,False
1.0,0.31084,0.0085,193.2,True
1.0,0.310713,0.0084,193.2,True
1.0,0.308416,0.0084,193.2,True
1.0,0.310036,0.0084,193.2,True
1.0,0.312172,0.0085,193.2,True
1.0,0.315115,0.0086,193.2,True
1.0,0.315366,0.0086,193.3,True
1.0,0.314758,0.0086,193.3,True
1.0,0.3165,0.0086,193.4,True
1.0,0.317203,0.0086,193.4,True
1.0,0.316169,0.0086,193.5,True
1.0,0.320333,0.0087,193.5,True
1.0,0.321498,0.0087,193.6,True
1.0,0.32192,0.0088,193.6,True
1.0,0.323506,0.0088,193.7,True
1.0,0.323555,0.0088,193.8,True
1.0,0.323074,0.0088,193.9,True
1.0,0.322652,0.0088,194.0,True
1.0,0.319585,0.0087,194.1,True
1.0,0.318967,0.0087,194.2,True
1.0,0.321338,0.0087,194.2,True
1.0,0.321704,0.0087,194.4,True
1.0,0.324492,0.0088,194.5,True
1.0,0.326132,0.0089,194.5,True
1.0,0.326992,0.0089,194.7,True
1.0,0.329034,0.0089,194.8,True
1.0,0.32851,0.0089,194.9,True
1.0,0.328759,0.0089,195.0,True
1.0,0.328184,0.0089,195.2,True
1.0,0.329753,0.009,195.3,True
0.8,0.283547,0.0096,195.4,True
0.8,0.287998,0.0098,195.5,True
0.8,0.287194,0.0098,195.6,True
0.8,0.287888,0.0098,195.7,True
0.8,0.283501,0.0096,195.8,True
0.8,0.282087,0.0096,195.9,True
0.8,0.280961,0.0095,196.1,True
0.8,0.282269,0.0096,196.2,True
0.8,0.284472,0.0097,196.3,True
0.8,0.283257,0.0096,196.4,True
0.8,0.286079,0.0097,196.6,True
0.8,0.28966,0.0098,196.7,True
0.8,0.289092,0.0098,196.8,True
0.8,0.29561,0.01,196.9,True
0.8,0.296122,0.0101,197.0,True
0.8,0.299263,0.0102,197.0,True
0.8,0.299787,0.0102,197.2,True
0.8,0.302791,0.0103,197.3,True
0.8,0.303912,0.0103,197.3,True
0.8,0.305379,0.0104,197.4,True
0.8,0.305409,0.0104,197.5,True
0.8,0.303372,0.0103,197.5,True
0.8,0.299791,0.0102,197.6,True
0.8,0.301445,0.0102,197.7,True
0.8,0.303043,0.0103,197.7,True
0.8,0.302957,0.0103,197.8,True
0.8,0.302271,0.0103,197.9,True
0.8,0.30059,0.0102,197.9,True
0.8,0.300814,0.0102,198.0,True
0.8,0.295407,0.01,198.0,True
0.6,0.246888,0.0112,198.0,True
0.6,0.243106,0.011,198.1,True
0.6,0.238766,0.0108,198.1,True
0.6,0.235712,0.0107,198.1,True
0.6,0.230249,0.0104,198.1,True
0.6,0.230482,0.0104,198.1,True
0.6,0.22803,0.0103,198.2,True
0.6,0.226311,0.0103,198.2,True
0.6,0.224949,0.0102,198.2,True
0.6,0.224727,0.0102,198.2,True
0.6,0.222305,0.0101,198.2,True
0.6,0.222384,0.0101,198.2,True
0.6,0.221544,0.01,198.2,True
0.6,0.218581,0.0099,198.2,True
0.6,0.220579,0.01,198.2,True
0.6,0.217595,0.0099,198.2,True
0.6,0.214962,0.0097,198.1,True
0.6,0.21354,0.0097,198.1,True
0.6,0.213211,0.0097,198.1,True
0.6,0.216199,0.0098,198.0,True
0.6,0.218874,0.0099,198.0,True
0.6,0.221261,0.01,198.0,True
0.6,0.222335,0.0101,197.9,True
0.6,0.219173,0.0099,197.9,True
0.6,0.224229,0.0102,197.9,True
0.6,0.223414,0.0101,197.8,True
0.6,0.222861,0.0101,197.8,True
0.6,0.224346,0.0102,197.7,True
0.6,0.224661,0.0102,197.6,True
0.6,0.223057,0.0101,197.6,True
