T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,270.473333,0.182452,1.0,0.493473,0.003061
300.0,271.083333,0.129314,0.8,0.420268,0.005786
300.0,271.366667,0.248104,0.6,0.358331,0.006022
