T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
100.0,93.826667,0.143604,1.0,0.394149,0.002165
100.0,93.53,0.052599,0.5,0.224185,0.001187
100.0,94.42,0.49085,0.25,0.144039,0.002297
