T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,238.663333,0.845964,1.0,0.274055,0.003347
250.0,237.143333,0.290612,0.8,0.230912,0.004729
250.0,240.146667,1.264577,0.6,0.18191,0.003983
