T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
100.0,99.366667,0.207096,1.0,0.42577,0.003972
100.0,99.16,0.075719,0.8,0.345323,0.002016
100.0,99.466667,0.059628,0.6,0.275481,0.002714
