Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.343111,0.0093,196.4,False
1.0,0.342172,0.0093,196.4,False
1.0,0.339961,0.0092,196.3,False
1.0,0.343571,0.0093,196.2,False
1.0,0.345231,0.0094,196.2,False
1.0,0.345296,0.0094,196.1,False
1.0,0.347594,0.0095,196.1,False
1.0,0.344867,0.0094,196.0,False
1.0,0.343944,0.0094,195.9,False
1.0,0.340385,0.0093,195.8,False
1.0,0.33864,0.0092,195.7,False
1.0,0.336691,0.0092,195.7,False
1.0,0.337379,0.0092,195.6,False
1.0,0.336028,0.0091,195.5,False
1.0,0.336244,0.0091,195.4,True
1.0,0.336352,0.0091,195.4,True
1.0,0.337092,0.0092,195.3,True
1.0,0.336482,0.0091,195.3,True
1.0,0.336302,0.0091,195.2,True
1.0,0.337028,0.0092,195.1,True
1.0,0.33634,0.0091,195.1,True
1.0,0.334956,0.0091,194.8,True
1.0,0.331571,0.009,194.7,True
1.0,0.332868,0.0091,194.7,True
1.0,0.331697,0.009,194.6,True
1.0,0.332489,0.009,194.5,True
1.0,0.331498,0.009,194.5,True
1.0,0.329259,0.009,194.4,True
1.0,0.328717,0.0089,194.4,True
1.0,0.328007,0.0089,194.3,True
1.0,0.328095,0.0089,194.2,True
1.0,0.323918,0.0088,194.2,True
1.0,0.321267,0.0087,194.1,True
1.0,0.321025,0.0087,194.1,True
1.0,0.317023,0.0086,194.0,True
1.0,0.314068,0.0085,194.0,True
1.0,0.311659,0.0085,193.9,True
1.0,0.311946,0.0085,193.9,True
1.0,0.311057,0.0085,193.8,True
1.0,0.311401,0.0085,193.7,True
1.0,0.309611,0.0084,193.7,True
1.0,0.307738,0.0084,193.7,True
1.0,0.305881,0.0083,193.6,True
1.0,0.30772,0.0084,193.6,True
0.8,0.266839,0.0091,193.5,True
0.8,0.269749,0.0092,193.5,True
0.8,0.271294,0.0092,193.4,True
0.8,0.271979,0.0092,193.4,True
0.8,0.272835,0.0093,193.4,True
0.8,0.272889,0.0093,193.3,True
0.8,0.274327,0.0093,193.3,True
0.8,0.273595,0.0093,193.2,True
0.8,0.277578,0.0094,193.2,True
0.8,0.280051,0.0095,193.2,True
0.8,0.279958,0.0095,193.0,True
0.8,0.280853,0.0095,193.0,True
0.8,0.282083,0.0096,193.0,True
0.8,0.2839,0.0096,193.0,True
0.8,0.283214,0.0096,193.0,True
0.8,0.281715,0.0096,193.0,True
0.8,0.281091,0.0096,192.9,True
0.8,0.282392,0.0096,192.9,True
0.8,0.280403,0.0095,192.9,True
0.8,0.282651,0.0096,192.9,True
0.8,0.282657,0.0096,192.9,True
0.8,0.278328,0.0095,192.9,True
0.8,0.276598,0.0094,192.9,True
0.8,0.27399,0.0093,192.9,True
0.8,0.273692,0.0093,192.9,True
0.8,0.273677,0.0093,192.9,True
0.8,0.274477,0.0093,192.9,True
0.8,0.274572,0.0093,192.9,True
0.8,0.275799,0.0094,192.9,True
0.8,0.276182,0.0094,192.9,True
0.6,0.234772,0.0106,192.9,True
0.6,0.235536,0.0107,193.0,True
0.6,0.234433,0.0106,193.0,True
0.6,0.235306,0.0107,193.0,True
0.6,0.235469,0.0107,193.1,True
0.6,0.235469,0.0107,193.1,True
0.6,0.23444,0.0106,193.2,True
0.6,0.233366,0.0106,193.2,True
0.6,0.23467,0.0106,193.2,True
0.6,0.234411,0.0106,193.3,True
0.6,0.233988,0.0106,193.4,True
0.6,0.233962,0.0106,193.4,True
0.6,0.232013,0.0105,193.5,True
0.6,0.230244,0.0104,193.5,True
0.6,0.230625,0.0105,193.6,True
0.6,0.2329,0.0106,193.7,True
0.6,0.234309,0.0106,193.7,True
0.6,0.233519,0.0106,193.8,True
0.6,0.23309,0.0106,193.8,True
0.6,0.235909,0.0107,193.9,True
0.6,0.23649,0.0107,194.0,True
0.6,0.235838,0.0107,194.1,True
0.6,0.232029,0.0105,194.1,True
0.6,0.228574,0.0104,194.2,True
0.6,0.22671,0.0103,194.2,True
0.6,0.226895,0.0103,194.4,True
0.6,0.227355,0.0103,194.4,True
0.6,0.225714,0.0102,194.5,True
0.6,0.222552,0.0101,194.5,True
0.6,0.220844,0.01,194.6,True
