T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,237.426667,0.508549,1.0,0.320944,0.002606
250.0,237.183333,0.560407,0.8,0.278007,0.003291
250.0,239.92,0.727278,0.6,0.237504,0.005622
