T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,237.51,0.228546,1.0,0.508395,0.009974
250.0,236.72,0.550394,0.8,0.424524,0.00534
250.0,235.223333,0.229032,0.6,0.346826,0.008735
