T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,243.086667,0.201219,1.0,0.322725,0.004282
250.0,242.17,0.682227,0.8,0.275963,0.006256
250.0,239.643333,0.662663,0.6,0.242523,0.00474
