T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,236.126667,0.206452,1.0,0.433449,0.005215
250.0,234.803333,0.514123,0.8,0.374681,0.012891
250.0,234.696667,0.585653,0.6,0.316312,0.006953
