T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
300.0,276.72,0.68576,1.0,0.337352,0.010639
300.0,277.763333,0.116857,0.8,0.294942,0.005603
300.0,278.466667,0.607362,0.6,0.258173,0.012438
