T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
250.0,244.523333,0.221635,1.0,0.291753,0.002964
250.0,242.75,0.697017,0.8,0.246855,0.001433
250.0,240.943333,0.271641,0.6,0.216373,0.008324
