Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.2484,0.0068,44.4,False
1.0,0.248188,0.0067,44.4,False
1.0,0.248074,0.0067,44.4,False
1.0,0.247815,0.0067,44.4,False
1.0,0.248022,0.0067,44.4,False
1.0,0.247931,0.0067,44.4,False
1.0,0.247838,0.0067,44.4,False
1.0,0.247607,0.0067,44.4,False
1.0,0.247674,0.0067,44.3,False
1.0,0.247624,0.0067,44.3,False
1.0,0.247679,0.0067,44.3,False
1.0,0.247647,0.0067,44.3,False
1.0,0.247542,0.0067,44.3,False
1.0,0.247464,0.0067,44.3,False
1.0,0.247275,0.0067,44.3,True
1.0,0.246989,0.0067,44.3,True
1.0,0.247108,0.0067,44.3,True
1.0,0.247048,0.0067,44.2,True
1.0,0.247421,0.0067,44.2,True
1.0,0.247481,0.0067,44.2,True
1.0,0.247453,0.0067,44.2,True
1.0,0.247695,0.0067,44.2,True
1.0,0.247968,0.0067,44.2,True
1.0,0.248187,0.0067,44.2,True
1.0,0.248428,0.0068,44.2,True
1.0,0.248445,0.0068,44.2,True
1.0,0.248436,0.0068,44.2,True
1.0,0.248318,0.0068,44.2,True
1.0,0.248255,0.0068,44.2,True
1.0,0.248113,0.0067,44.2,True
1.0,0.248091,0.0067,44.2,True
1.0,0.248104,0.0067,44.1,True
1.0,0.24795,0.0067,44.1,True
1.0,0.248131,0.0067,44.1,True
1.0,0.248455,0.0068,44.1,True
1.0,0.248372,0.0068,44.1,True
1.0,0.248341,0.0068,44.1,True
1.0,0.248409,0.0068,44.0,True
1.0,0.248597,0.0068,44.0,True
1.0,0.2484,0.0068,44.0,True
1.0,0.248234,0.0067,44.0,True
1.0,0.248317,0.0068,44.0,True
1.0,0.248383,0.0068,44.0,True
1.0,0.248517,0.0068,44.0,True
0.8,0.199953,0.0068,44.0,True
0.8,0.200041,0.0068,44.0,True
0.8,0.200198,0.0068,44.0,True
0.8,0.200112,0.0068,44.0,True
0.8,0.200083,0.0068,44.0,True
0.8,0.200244,0.0068,44.0,True
0.8,0.200157,0.0068,44.0,True
0.8,0.200079,0.0068,44.0,True
0.8,0.200236,0.0068,44.0,True
0.8,0.200396,0.0068,44.0,True
0.8,0.200319,0.0068,44.0,True
0.8,0.200215,0.0068,44.0,True
0.8,0.200205,0.0068,44.0,True
0.8,0.200163,0.0068,44.0,True
0.8,0.20016,0.0068,44.0,True
0.8,0.199934,0.0068,44.0,True
0.8,0.199792,0.0068,44.0,True
0.8,0.199645,0.0068,44.0,True
0.8,0.199731,0.0068,44.1,True
0.8,0.1999,0.0068,44.1,True
0.8,0.199679,0.0068,44.1,True
0.8,0.1995,0.0068,44.1,True
0.8,0.199554,0.0068,44.1,True
0.8,0.199413,0.0068,44.1,True
0.8,0.199353,0.0068,44.1,True
0.8,0.199408,0.0068,44.1,True
0.8,0.199411,0.0068,44.1,True
0.8,0.199616,0.0068,44.1,True
0.8,0.19955,0.0068,44.1,True
0.8,0.199428,0.0068,44.1,True
0.6,0.150967,0.0068,44.1,True
0.6,0.151082,0.0068,44.1,True
0.6,0.151215,0.0069,44.2,True
0.6,0.151123,0.0068,44.2,True
0.6,0.151094,0.0068,44.2,True
0.6,0.15113,0.0068,44.2,True
0.6,0.151146,0.0068,44.2,True
0.6,0.151228,0.0069,44.2,True
0.6,0.151199,0.0069,44.2,True
0.6,0.151204,0.0069,44.2,True
0.6,0.151149,0.0069,44.3,True
0.6,0.151039,0.0068,44.3,True
0.6,0.150919,0.0068,44.3,True
0.6,0.150906,0.0068,44.3,True
0.6,0.150978,0.0068,44.3,True
0.6,0.150897,0.0068,44.3,True
0.6,0.150947,0.0068,44.4,True
0.6,0.150874,0.0068,44.4,True
0.6,0.151063,0.0068,44.4,True
0.6,0.150943,0.0068,44.4,True
0.6,0.151094,0.0068,44.4,True
0.6,0.151128,0.0068,44.4,True
0.6,0.151513,0.0069,44.4,True
0.6,0.151434,0.0069,44.4,True
0.6,0.15151,0.0069,44.4,True
0.6,0.151375,0.0069,44.4,True
0.6,0.151701,0.0069,44.4,True
0.6,0.152027,0.0069,44.4,True
0.6,0.152339,0.0069,44.5,True
0.6,0.152033,0.0069,44.5,True
