T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
45.0,44.143333,0.09551,1.0,0.248031,0.000475
45.0,44.04,0.04899,0.8,0.199883,0.000323
45.0,44.313333,0.10873,0.6,0.151242,0.000358
