T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
200.0,194.026667,0.637669,1.0,0.478209,0.00368
200.0,196.186667,0.448504,0.8,0.414119,0.005415
200.0,196.33,0.360694,0.6,0.343451,0.004039
