T_soll [degC],T_ist_avg [degC],T_ist_std [degC],I [A],U_avg [mV],U_std [mV]
100.0,96.363333,0.098263,1.0,0.285999,0.001208
100.0,96.123333,0.042295,0.8,0.240304,0.000849
100.0,96.416667,0.121335,0.6,0.189896,0.002197
