Angeleger Strom I,Gemessende Spannung U [mV],spezifischer Wiederstand rho,Gemessende Temperatur [degC],Messdaten
1.0,0.287747,0.0078,96.8,False
1.0,0.286715,0.0078,96.8,False
1.0,0.286079,0.0078,96.7,False
1.0,0.285463,0.0078,96.7,False
1.0,0.285545,0.0078,96.7,False
1.0,0.284461,0.0077,96.7,False
1.0,0.284671,0.0077,96.7,False
1.0,0.284512,0.0077,96.7,False
1.0,0.283926,0.0077,96.7,False
1.0,0.283977,0.0077,96.6,False
1.0,0.284266,0.0077,96.6,False
1.0,0.284462,0.0077,96.6,False
1.0,0.284423,0.0077,96.6,False
1.0,0.284808,0.0077,96.6,False
1.0,0.28549,0.0078,96.6,False
1.0,0.286728,0.0078,96.6,False
1.0,0.286288,0.0078,96.6,False
1.0,0.286796,0.0078,96.6,False
1.0,0.286314,0.0078,96.6,False
1.0,0.286261,0.0078,96.6,False
1.0,0.286071,0.0078,96.6,False
1.0,0.285749,0.0078,96.6,False
1.0,0.285494,0.0078,96.6,False
1.0,0.285874,0.0078,96.6,False
1.0,0.285554,0.0078,96.6,False
1.0,0.285317,0.0078,96.6,False
1.0,0.285519,0.0078,96.5,False
1.0,0.285334,0.0078,96.5,False
1.0,0.284661,0.0077,96.5,False
1.0,0.284399,0.0077,96.5,True
1.0,0.284086,0.0077,96.5,True
1.0,0.28413,0.0077,96.5,True
1.0,0.284539,0.0077,96.5,True
1.0,0.284714,0.0077,96.5,True
1.0,0.28518,0.0078,96.5,True
1.0,0.285789,0.0078,96.5,True
1.0,0.285557,0.0078,96.4,True
1.0,0.284854,0.0077,96.4,True
1.0,0.285073,0.0078,96.4,True
1.0,0.284819,0.0077,96.4,True
1.0,0.285326,0.0078,96.4,True
1.0,0.285665,0.0078,96.4,True
1.0,0.285495,0.0078,96.4,True
1.0,0.285733,0.0078,96.4,True
1.0,0.285364,0.0078,96.4,True
1.0,0.285284,0.0078,96.3,True
1.0,0.286479,0.0078,96.3,True
1.0,0.286725,0.0078,96.3,True
1.0,0.286755,0.0078,96.3,True
1.0,0.287382,0.0078,96.3,True
1.0,0.287807,0.0078,96.3,True
1.0,0.288244,0.0078,96.3,True
1.0,0.288003,0.0078,96.3,True
1.0,0.287612,0.0078,96.3,True
1.0,0.287319,0.0078,96.3,True
1.0,0.286966,0.0078,96.2,True
1.0,0.286281,0.0078,96.2,True
1.0,0.286868,0.0078,96.2,True
1.0,0.287533,0.0078,96.2,True
0.8,0.240391,0.0082,96.2,True
0.8,0.240798,0.0082,96.2,True
0.8,0.241729,0.0082,96.1,True
0.8,0.241576,0.0082,96.1,True
0.8,0.241045,0.0082,96.1,True
0.8,0.241044,0.0082,96.1,True
0.8,0.241271,0.0082,96.1,True
0.8,0.241561,0.0082,96.1,True
0.8,0.240948,0.0082,96.1,True
0.8,0.240628,0.0082,96.1,True
0.8,0.240212,0.0082,96.1,True
0.8,0.239289,0.0081,96.1,True
0.8,0.239909,0.0082,96.1,True
0.8,0.24052,0.0082,96.1,True
0.8,0.240892,0.0082,96.1,True
0.8,0.241029,0.0082,96.1,True
0.8,0.241001,0.0082,96.1,True
0.8,0.240185,0.0082,96.1,True
0.8,0.23965,0.0081,96.1,True
0.8,0.240154,0.0082,96.1,True
0.8,0.24067,0.0082,96.1,True
0.8,0.240023,0.0082,96.1,True
0.8,0.239485,0.0081,96.1,True
0.8,0.239827,0.0082,96.1,True
0.8,0.240001,0.0082,96.1,True
0.8,0.239605,0.0081,96.2,True
0.8,0.23962,0.0081,96.2,True
0.8,0.239169,0.0081,96.2,True
0.8,0.238179,0.0081,96.2,True
0.8,0.238706,0.0081,96.2,True
0.6,0.19096,0.0087,96.2,True
0.6,0.192413,0.0087,96.3,True
0.6,0.1929,0.0087,96.3,True
0.6,0.19299,0.0087,96.3,True
0.6,0.192956,0.0087,96.3,True
0.6,0.192432,0.0087,96.3,True
0.6,0.192553,0.0087,96.3,True
0.6,0.192359,0.0087,96.3,True
0.6,0.192595,0.0087,96.3,True
0.6,0.19232,0.0087,96.3,True
0.6,0.191693,0.0087,96.3,True
0.6,0.19109,0.0087,96.3,True
0.6,0.190819,0.0086,96.4,True
0.6,0.190291,0.0086,96.4,True
0.6,0.189748,0.0086,96.4,True
0.6,0.189394,0.0086,96.4,True
0.6,0.188827,0.0086,96.4,True
0.6,0.189141,0.0086,96.4,True
0.6,0.188772,0.0086,96.5,True
0.6,0.188549,0.0085,96.5,True
0.6,0.188725,0.0086,96.5,True
0.6,0.187813,0.0085,96.5,True
0.6,0.187036,0.0085,96.5,True
0.6,0.187017,0.0085,96.5,True
0.6,0.187027,0.0085,96.6,True
0.6,0.187407,0.0085,96.6,True
0.6,0.186743,0.0085,96.6,True
0.6,0.18653,0.0085,96.6,True
0.6,0.18795,0.0085,96.6,True
0.6,0.187836,0.0085,96.6,True
